damp,temp0,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp13,temp14,temp15,temp16,temp17,temp18,temp19,temp20,temp21,temp22,temp23,temp24,temp25,temp26,temp27,temp28,temp29,temp30,temp31,temp32,temp33,temp34,temp35,temp36,temp37,temp38,temp39,temp40,temp41,temp42,temp43,temp44,temp45,temp46,temp47,temp48,temp49,temp50,temp51,temp52,temp53,temp54,temp55,temp56,temp57,temp58,temp59,temp60,temp61,temp62,temp63,temp64,temp65,temp66,temp67,temp68,temp69,temp70,temp71,temp72,temp73,temp74,temp75,temp76,temp77,temp78,temp79,temp80,temp81,temp82,temp83,temp84,temp85,temp86,temp87,temp88,temp89,temp90,temp91,temp92,temp93,temp94,temp95,temp96,temp97,temp98,temp99,temp100
614,0.95606665,0.99700467,1.2226655,1.5469694,1.6475362,1.9358873,2.5622402,3.5690151,3.6377829,4.4497807,6.392296,7.913776,10.212812,11.061512,13.361101,19.263533,27.873362,30.601583,32.548606,48.491033,66.624555,79.467159,86.66354,102.52469,123.59757,138.50714,140.50281,135.77975,120.14639,106.94153,110.89918,114.36336,109.34407,112.55509,120.51736,133.16311,127.22631,125.39435,112.83277,114.59979,116.94577,115.96168,117.59243,117.39108,132.33416,131.17269,121.12722,119.00923,118.06179,113.8876,112.86847,112.3915,122.62469,126.56118,125.83222,128.56266,115.11506,118.82289,114.33161,116.01108,114.18906,125.11833,121.17554,120.00154,123.88948,124.84764,122.17474,119.66941,112.20877,118.10435,118.04261,121.47436,126.91455,128.69164,125.61552,119.7479,122.07383,119.47618,107.24494,119.42507,121.50083,122.0647,125.3323,122.85426,127.96857,121.33695,118.36984,113.84741,115.73802,119.80688,122.65788,120.46975,124.91456,123.41831,126.27611,121.03972,116.05039,111.1605,118.94781,125.56038,124.58106
615,0.95606665,0.99669874,1.2219698,1.5456289,1.6454617,1.9327366,2.5571041,3.5604526,3.6269749,4.4363291,6.3692853,7.8807596,10.165475,11.005196,13.289977,19.158046,27.705657,30.389549,32.328395,48.166937,66.168119,78.907097,86.026658,101.88043,123.09321,138.24093,140.45003,136.26682,120.24802,107.06747,110.5944,114.39784,108.92896,112.852,121.11312,132.54903,126.60612,127.44986,115.15444,116.71169,116.74667,116.64843,117.08531,116.80812,125.955,131.53454,123.35535,120.14982,113.50349,117.85189,110.55155,113.05322,125.77155,120.40508,130.18466,126.96916,119.71791,118.30795,115.41389,113.49584,113.83347,116.75049,120.08069,125.00555,123.30238,128.32221,122.73368,113.91654,121.28879,115.69607,117.11819,121.09693,124.82382,127.78874,128.76724,124.20593,121.16814,112.64373,116.75677,115.29755,114.72079,119.26524,119.74506,125.7928,134.36753,118.79598,115.12924,114.97102,114.51726,117.9413,121.40849,117.76296,122.89995,128.18497,120.70926,124.131,113.4517,119.27143,110.30587,122.34527,119.66822
616,0.95606665,0.99639425,1.221277,1.5442944,1.6433973,1.9295988,2.5519925,3.5519272,3.6163298,4.4231005,6.3466168,7.8475531,10.117947,10.950812,13.220326,19.057654,27.535659,30.171244,32.10359,47.840448,65.717173,78.36509,85.434182,101.2036,122.55432,137.96785,140.378,136.69234,120.33057,107.28528,110.31664,114.22065,108.46723,113.74072,121.27344,132.42186,127.04779,129.27694,117.59645,116.40172,114.15528,116.13386,114.19507,120.24289,127.96626,131.18409,123.5972,118.56782,117.62575,120.51864,112.65533,118.78159,118.84883,122.82005,130.86888,128.80007,121.57081,115.67403,116.38666,121.85609,112.2996,117.85416,118.93543,118.81422,129.86294,121.74162,125.56502,117.96386,116.34869,115.98686,120.1396,120.49561,122.53724,119.94987,125.0496,124.03158,120.66419,120.99187,114.1174,113.77966,112.5405,122.16113,123.0335,126.21742,120.17239,123.2706,119.72644,116.30043,114.66348,117.09885,121.88198,122.5965,127.0623,121.96221,117.74088,117.02389,117.25012,120.50314,113.53234,118.91654,121.92803
617,0.95606665,0.99609119,1.2205872,1.5429636,1.6413422,1.9264872,2.5469449,3.5434448,3.60568,4.4098212,6.3238816,7.8159375,10.07191,10.894857,13.15147,18.953298,27.374394,29.958402,31.880585,47.522733,65.270727,77.822196,84.789862,100.58999,122.016,137.62838,140.42518,137.12489,120.49115,107.52188,110.06715,114.15498,108.44422,114.2879,121.79245,132.17069,128.14469,130.33766,118.4553,115.52538,114.00475,115.90399,114.6159,118.2612,124.30827,135.9057,122.95349,124.92096,110.04437,116.83312,115.96493,113.78463,117.94024,124.01151,127.02473,130.51874,122.01523,124.31444,113.37904,115.1287,110.16385,109.66789,123.89513,124.48952,123.04516,129.77829,128.33202,118.95949,112.62662,114.62377,114.13154,116.30572,123.78033,127.73633,128.21877,119.3151,118.90023,124.59982,109.96261,112.74813,112.68448,123.79932,120.84815,125.57363,124.3377,124.82114,116.69669,119.7556,110.81016,112.22484,125.18576,129.91746,128.13578,124.80477,123.56648,119.0795,118.07176,115.45944,114.41033,118.87068,123.17132
618,0.95606665,0.99578957,1.2199003,1.5416411,1.6392979,1.923403,2.5419194,3.5350273,3.5950422,4.3966524,6.301326,7.7842765,10.026111,10.83881,13.083392,18.850449,27.215104,29.74835,31.661404,47.209661,64.834108,77.284419,84.167432,99.991234,121.44874,137.27575,140.44818,137.57672,120.58564,107.80596,109.94722,113.89741,108.61373,114.95974,122.03055,132.27018,130.08275,131.20448,118.79743,114.15337,114.91674,116.49196,113.39182,113.94916,122.54248,131.77646,125.25951,120.10909,119.36198,115.33716,115.61479,115.23927,118.69597,119.09363,120.91498,124.53317,123.73644,120.76674,120.44027,108.89184,112.13115,114.45587,114.34608,127.34083,125.25863,123.04633,125.89061,127.04001,116.2095,113.83394,113.29078,114.78339,118.0635,122.56018,123.91188,125.13346,125.68294,116.7337,115.38582,113.5865,117.47584,119.95841,127.03869,128.12929,124.78874,127.1486,116.14107,118.46235,115.8989,115.82867,121.46251,116.23662,127.15373,117.57445,121.92614,128.45229,118.11783,112.40781,112.02725,116.40384,120.19328
619,0.95606665,0.99548937,1.2192164,1.5403247,1.6372614,1.920355,2.5369502,3.5266247,3.5843584,4.3835511,6.2789058,7.7529243,9.9804081,10.783382,13.014591,18.748083,27.055905,29.535697,31.444046,46.901664,64.39405,76.752931,83.538846,99.403714,120.87095,136.91728,140.40683,137.98568,120.61967,108.14297,109.83784,113.61104,108.8315,115.74715,122.09703,131.9597,132.90646,130.23121,118.55339,113.84759,114.52746,114.76945,114.65041,116.42902,125.24984,131.88744,124.43646,125.36722,118.79156,114.44469,109.57637,113.0612,115.7299,119.38032,133.90516,127.14295,127.45894,121.27822,124.17523,116.93858,114.58533,118.02835,119.41704,123.3427,129.19981,126.39746,124.35872,118.19202,111.69481,108.15783,118.94361,121.05143,120.97161,126.31634,127.91145,123.53244,114.0302,114.31302,113.8206,113.00814,118.93241,122.79311,119.11736,125.10394,129.82211,120.16144,120.80167,125.11203,117.75475,113.94023,117.24044,121.94378,118.9964,122.82499,122.57954,120.03469,120.54032,116.02988,120.71448,119.05559,113.36374
620,0.95606665,0.99519059,1.2185354,1.5390141,1.6352377,1.9172946,2.5319892,3.5183376,3.5738149,4.370855,6.2566769,7.7223679,9.9348864,10.729991,12.947964,18.650493,26.901496,29.326553,31.23447,46.610041,63.976584,76.221304,82.945863,98.778324,120.2881,136.59504,140.40683,138.36009,120.8269,108.40769,109.80638,113.56786,109.20634,115.99683,122.27928,132.48155,135.31042,128.29028,118.36962,115.66898,114.23996,112.11514,114.86369,116.76017,125.74851,129.58839,128.30285,124.51758,116.33205,114.15511,115.42014,114.52314,119.93978,126.60801,123.625,131.66018,123.44243,117.67367,123.04462,114.57989,109.5834,113.96849,115.90484,130.3818,126.86915,123.87033,120.00048,114.67779,118.15498,116.23491,114.99561,114.34471,122.76242,125.72247,125.26548,122.31229,111.45419,118.27278,119.68851,113.0746,114.09373,126.17093,124.49313,125.43279,123.47487,117.01645,119.4277,112.61781,112.77955,121.10241,111.33423,121.21015,123.32792,130.66669,118.95653,115.4782,114.14773,118.2892,116.78124,119.14485,124.23063
621,0.95606665,0.99489322,1.2178572,1.5377091,1.6332217,1.9142351,2.5270949,3.5101158,3.5634748,4.3578484,6.2344783,7.6917073,9.8901064,10.675358,12.881689,18.550245,26.747839,29.120225,31.027253,46.304059,63.545089,75.700039,82.337074,98.19726,119.73362,136.24483,140.33924,138.85346,120.95322,108.86583,109.81194,113.4025,109.4721,116.06115,122.19811,132.10051,136.48023,127.17789,118.19817,116.62604,114.76855,110.50653,115.9659,119.45397,122.82607,128.08162,129.75382,121.75297,117.82455,118.1429,116.99306,112.85068,114.50604,124.26211,126.52304,121.86136,128.31484,120.85284,116.49702,119.48494,114.25531,110.46315,122.83175,125.35544,123.38885,125.9901,118.0113,118.45987,116.03787,113.11422,119.15415,117.80915,120.27636,118.69204,125.30413,128.85383,116.91117,119.69392,114.08609,119.59633,118.51416,119.69353,120.41111,122.68099,124.426,127.42183,123.01087,118.621,117.62007,115.36718,115.19081,117.95654,120.07058,121.76621,122.51674,119.40569,123.52308,121.34228,119.52202,117.97946,117.25161
622,0.95606665,0.99459726,1.217182,1.5364103,1.6312167,1.9111873,2.5221615,3.5019242,3.5531418,4.3450699,6.2125487,7.6613398,9.8453953,10.621406,12.815529,18.453077,26.594376,28.913322,30.819376,46.004759,63.120458,75.183636,81.728756,97.602387,119.21065,135.89441,140.23877,139.3926,121.0292,109.44007,109.8258,113.40632,109.74153,115.85502,121.62212,131.87624,136.58063,126.37112,117.86274,118.26067,114.80958,112.5966,116.48438,119.94381,122.93456,131.54462,131.32098,117.42981,118.43893,113.58659,118.43373,110.70966,111.52037,116.20808,119.94583,126.89665,128.38655,122.16675,118.84543,116.55805,115.69803,111.74495,115.84572,115.066,122.18782,129.88978,126.20484,114.81217,119.39753,111.83874,114.21054,120.04582,119.43487,125.67465,119.45709,121.5695,127.88145,117.3119,115.56272,115.03889,114.38119,118.55877,124.69236,121.9657,125.88275,131.32605,122.21286,114.77238,113.96565,115.22269,115.03866,123.56125,127.7604,126.0677,122.86113,124.36029,118.58392,115.52026,115.35698,111.76885,127.36984
623,0.95606665,0.99430269,1.2165096,1.5351172,1.6292201,1.9081785,2.5172121,3.4937746,3.542911,4.3326608,6.1908199,7.6314299,9.801012,10.567949,12.749469,18.356129,26.441681,28.708949,30.614202,45.707535,62.705791,74.669249,81.138602,97.020422,118.62707,135.55545,140.1743,139.87105,121.08537,109.97918,110.02591,113.41352,109.84691,115.52987,120.65424,131.49474,136.09209,126.14063,118.23002,117.6385,116.67835,111.46767,116.62551,120.75132,124.27855,132.49748,131.70806,128.66613,120.59649,115.98207,113.67104,112.80667,114.42157,121.61989,123.92678,126.66213,123.94233,130.20111,122.73503,113.577,114.46136,112.39119,113.26339,122.88445,117.16605,127.64847,126.31648,123.81544,118.10925,116.54942,120.11319,117.05237,120.75594,120.42509,130.12406,127.63404,127.79481,116.45646,117.72464,119.33225,112.8714,117.98103,119.52424,124.70908,125.43594,121.72679,122.81141,116.21342,120.31796,116.53453,116.5404,120.34379,124.57213,126.64235,118.03637,118.11297,121.06243,120.25299,114.31094,113.5014,119.58992
624,0.95606665,0.99400952,1.21584,1.5338299,1.6272343,1.9051723,2.5123096,3.4857013,3.5326474,4.3201919,6.1692178,7.6015722,9.7572057,10.514857,12.683578,18.260318,26.28875,28.508478,30.40886,45.416009,62.287897,74.153034,80.556409,96.434527,118.03782,135.18614,140.08695,140.28122,121.12772,110.66583,110.17659,113.38813,109.82437,114.86066,119.53658,131.26315,135.26334,126.38505,119.36986,115.8137,119.3754,110.32713,119.11776,122.12739,123.6251,128.78633,129.60319,127.36422,118.57056,114.57851,116.48857,110.76573,117.87863,117.93075,125.39333,128.45607,124.44293,127.85977,120.24561,117.46802,116.65729,116.95086,111.20813,124.10645,121.39618,125.05234,127.57365,114.52673,123.11492,119.00526,113.92046,121.47453,122.09252,123.55905,118.83041,122.49093,124.76673,122.20252,119.07136,116.13755,119.06253,114.7214,121.83281,120.21342,119.21326,127.66735,126.42671,115.12986,118.92903,117.72382,113.79128,119.83046,122.34522,125.1788,124.99464,120.35218,118.28176,116.06411,114.85873,112.5718,115.62712
625,0.95606665,0.99371773,1.2151733,1.5325484,1.625256,1.902161,2.507437,3.4776473,3.5225031,4.3076135,6.1475762,7.5721379,9.7139243,10.462939,12.617808,18.164989,26.135559,28.314709,30.202938,45.124518,61.872514,73.636485,79.983831,95.863142,117.41763,134.84231,139.95145,140.71037,121.17297,111.29365,110.43856,113.46418,109.76776,114.29817,118.49398,131.1793,134.30962,126.03643,120.76161,114.10014,121.80888,108.93118,116.83815,118.45755,118.84738,132.20364,132.08734,128.75427,122.23143,117.73738,106.06582,111.62238,114.74926,123.61816,130.86388,121.72366,127.05973,120.22122,116.0566,113.28141,117.65923,112.16132,112.87483,124.56554,128.67583,134.62314,124.49704,118.86137,118.58933,118.15286,117.56361,113.49956,120.25836,116.7275,122.03419,125.98123,125.07145,119.03004,112.4298,114.37569,114.89323,119.83599,115.45131,120.06743,124.9263,123.38455,121.3827,122.44197,119.62787,121.93721,113.56182,120.19724,121.58397,126.36451,124.49714,119.23691,122.89712,116.7532,120.48503,118.5127,115.34751
626,0.95606665,0.99342732,1.2145094,1.5312721,1.6232909,1.8991651,2.502607,3.4696308,3.5125018,4.2952419,6.1263006,7.5427164,9.6708045,10.411213,12.553598,18.06973,25.982761,28.123311,30.004537,44.83887,61.465895,73.124935,79.400056,95.303624,116.82411,134.46219,139.83965,141.20266,121.21077,111.98451,110.76402,113.59202,109.59847,113.54966,117.49519,130.74361,133.55294,125.35242,121.62977,114.46033,122.68073,108.60996,116.39607,114.29042,119.58138,130.36137,131.40251,126.82543,122.87235,113.27581,113.07962,112.24952,118.01172,123.40665,122.649,125.77316,121.9676,124.82533,121.39657,117.16497,112.05497,110.717,116.29507,125.899,121.6434,125.30179,118.81592,125.93841,115.44202,116.71143,114.08912,119.63906,121.13632,121.48228,127.881,124.85177,119.36109,116.35053,116.51558,114.43795,115.15062,116.84751,119.53991,120.5841,121.49692,121.74529,117.03487,117.65129,118.08728,119.38735,117.76049,120.05691,121.34437,126.36479,115.83903,123.16509,121.01059,114.79369,116.95793,115.7414,120.35178
627,0.95606665,0.99313828,1.2138483,1.5300018,1.6213335,1.896183,2.497792,3.4616261,3.5025013,4.282736,6.1050414,7.5133392,9.6283673,10.360107,12.490189,17.976517,25.83404,27.93019,29.804316,44.54721,61.060047,72.618389,78.82561,94.745014,116.21173,134.14919,139.7238,141.67742,121.32372,112.62724,110.90327,113.63867,109.43365,112.8244,116.42928,130.56194,133.61821,125.70065,121.99792,114.24688,122.09428,109.28512,117.82148,111.91519,117.07842,130.70682,126.11638,129.56146,121.53507,119.55529,110.64297,116.32078,115.43695,118.99283,122.20898,124.71214,124.93099,134.56291,119.22232,112.73735,115.69529,114.69639,115.74494,116.88213,129.86784,124.76152,129.04836,126.87606,112.25916,112.73945,114.81835,110.90511,118.58431,117.9728,123.55297,127.62089,119.63828,123.37936,115.44955,116.43512,116.70418,117.84658,118.33581,123.30909,126.32595,125.57662,122.77871,117.32807,114.16211,117.4722,115.9721,122.12282,121.75354,126.84304,123.66374,125.87294,123.12773,112.65947,118.86683,114.94843,121.1162
628,0.95606665,0.99285061,1.2131899,1.5287372,1.6193833,1.8932178,2.4930155,3.4536843,3.4925848,4.2703706,6.0839146,7.4843931,9.5865301,10.308829,12.428165,17.884531,25.68599,27.738005,29.609342,44.255454,60.658957,72.108971,78.260618,94.194017,115.59885,133.76571,139.60916,142.15179,121.51446,113.2343,111.04669,113.68386,109.33895,112.17827,115.42917,130.30909,133.81539,125.93403,122.54256,115.57931,121.01172,111.53317,119.1736,109.02211,116.75632,128.12657,131.05892,123.63668,121.531,120.07917,111.87622,115.40938,115.36385,115.20514,121.18415,128.21485,129.29996,130.09544,121.17376,121.96243,109.97876,113.29073,114.8436,118.83921,122.32098,124.16709,124.44272,121.47191,123.21464,119.86353,115.82077,114.21127,119.52316,123.24782,129.57826,124.21431,120.86475,123.14008,121.60981,111.91151,117.1656,117.9869,113.31145,117.62934,123.24727,127.8475,122.28061,122.99154,118.89521,114.32964,115.53319,115.71971,113.29315,117.83143,123.8379,126.09781,122.54881,119.61091,118.40697,115.09271,115.62109
629,0.95606665,0.9925643,1.2125343,1.52748,1.6174456,1.8902698,2.4882627,3.4458049,3.4827641,4.2583362,6.0630036,7.4553835,9.5447641,10.25776,12.365952,17.792682,25.535989,27.54725,29.414659,43.969125,60.25818,71.607523,77.695475,93.646009,114.97307,133.38946,139.47103,142.56681,121.60191,113.96474,111.23639,113.69013,109.2805,111.51799,114.60095,130.10359,133.93537,125.58115,122.78574,117.81736,119.86675,112.2925,118.72245,110.73123,115.41498,125.90825,128.89677,127.95332,127.63522,119.17814,112.09643,112.08073,114.55394,115.07093,119.27204,123.45562,132.98502,129.39183,118.51232,114.04062,117.83017,113.1965,115.48466,124.17277,119.43305,125.27133,122.95161,117.18353,121.64041,114.3511,119.91165,113.59749,116.97847,118.15355,120.26736,132.32172,122.36702,120.44292,117.12143,115.94022,115.60647,117.14096,117.25213,119.25605,120.54039,130.4691,123.94771,117.69461,118.40623,114.8279,114.97924,115.93286,119.78292,123.86742,123.65489,126.82324,124.09392,120.42788,118.63193,117.50664,113.78382
630,0.95606665,0.99227934,1.2118814,1.5262265,1.6155139,1.8873418,2.4835711,3.4379579,3.4729714,4.246146,6.0419984,7.4269979,9.5035294,10.20823,12.30371,17.704649,25.38743,27.359447,29.222205,43.681784,59.862282,71.113336,77.15407,93.084662,114.42113,133.00978,139.27706,142.93635,121.8708,114.66235,111.29649,113.67614,109.34753,111.12757,113.79876,129.48818,133.97867,124.7635,123.58095,118.97209,119.79196,113.0516,117.04759,115.80497,114.66859,131.12206,128.91119,131.47649,122.19827,123.46859,116.5126,110.94525,111.30449,113.58771,129.05724,130.73336,122.04612,122.95411,122.47789,115.6001,116.35742,110.65874,117.11549,120.86799,122.02338,126.28014,123.90114,124.1331,120.49009,114.77506,116.38471,114.4058,116.92749,115.54336,123.97981,121.29902,121.55825,126.36759,121.32372,111.50973,116.19535,117.79315,119.78702,122.22062,121.43045,127.6118,124.70641,122.10231,118.23006,116.64125,112.52582,119.43541,113.31224,114.74118,124.31025,128.48531,121.11103,112.14703,118.99427,112.29242,123.93693
631,0.95606665,0.99199573,1.2112313,1.5249785,1.6135935,1.8844239,2.4789609,3.4302131,3.4631161,4.2340762,6.0210834,7.3989452,9.4626231,10.158437,12.241677,17.614373,25.241554,27.172468,29.028593,43.406017,59.472604,70.617418,76.570336,92.524922,113.80357,132.56361,139.1258,143.21486,122.08712,115.4126,111.56856,113.76238,109.23395,110.68529,113.34651,128.17089,134.91309,123.76858,124.32287,118.39443,118.32895,113.2475,115.44504,115.13417,113.22577,131.80359,130.97099,129.40012,122.63914,121.86893,109.70943,114.1404,118.04434,118.89524,127.62764,129.98944,126.37939,128.65276,122.21763,117.48424,109.45518,119.52759,122.95987,117.39235,121.21871,125.76549,122.92758,128.04076,116.77545,112.18816,116.71564,113.6319,116.12833,117.84686,126.60356,125.25525,125.65364,125.45783,119.06625,112.46308,114.81655,108.76738,120.33792,122.50991,121.56059,121.32657,125.51637,119.98403,116.46929,111.87803,116.89877,120.42726,117.27846,118.78769,123.44303,128.99728,121.70186,126.18861,115.88223,117.34252,114.02344
632,0.95606665,0.99171346,1.2105839,1.5237359,1.6116809,1.8815233,2.4742532,3.4224583,3.4534736,4.2221001,6.0004515,7.3708394,9.4221526,10.108991,12.180299,17.524491,25.096318,26.987418,28.838701,43.129925,59.089554,70.130896,76.004026,91.959907,113.17073,132.10638,138.97149,143.54336,122.30292,116.17441,111.86933,113.89902,109.15722,110.69529,112.9874,127.04061,135.51569,123.50502,124.60552,118.73639,117.01247,114.30266,116.09622,110.98424,114.78264,130.62861,128.97337,128.43581,124.72707,122.01197,117.01417,110.42863,112.58593,117.283,125.16741,119.00762,134.8802,123.19936,125.30808,120.28107,115.34316,115.39837,116.20611,118.21394,125.24274,125.47027,126.31439,125.35657,117.73818,120.09162,114.82114,114.73822,115.8858,117.58594,125.59792,132.44185,121.57172,123.76983,113.62939,119.38669,116.38016,115.40097,117.50085,122.07249,124.27219,127.26598,127.87374,114.20638,116.57088,113.4746,116.17176,111.82037,116.28426,122.87955,126.52914,125.20561,127.64971,125.75167,119.50242,113.77844,109.85123
633,0.95606665,0.99143253,1.2099391,1.5225006,1.6097787,1.8786385,2.4695685,3.4147453,3.4439457,4.2102627,5.9798382,7.3428075,9.3820553,10.060418,12.119318,17.43609,24.950113,26.804188,28.650387,42.853379,58.705267,69.638256,75.446441,91.398674,112.48933,131.65506,138.79895,143.79124,122.50097,116.81548,112.25138,113.94635,109.0362,110.62276,112.58496,125.97612,135.28646,124.46132,123.74381,121.38725,116.0294,116.78383,113.77748,114.70695,113.51539,129.44514,127.50087,123.68678,118.31751,120.52924,114.30834,111.3523,117.09933,118.22282,117.01688,129.48385,122.23248,127.02129,125.2372,116.13574,112.30209,114.11456,113.48137,119.69538,122.30001,123.7778,128.09935,125.11222,121.82779,118.09689,112.82538,112.34724,115.91435,117.18944,124.09651,126.96443,128.29867,124.50402,121.99357,119.30931,108.31752,114.95723,120.52253,124.92316,121.72237,121.85347,127.61896,128.1827,114.39968,119.42304,115.28959,116.64735,115.42567,123.25165,123.33423,118.93136,124.72892,119.60436,117.95096,119.81743,115.90025
634,0.95606665,0.99115293,1.209297,1.5212689,1.6078831,1.8757689,2.464903,3.4070693,3.4344671,4.1985273,5.9595893,7.3147366,9.3422422,10.011977,12.060234,17.348099,24.806058,26.623126,28.464074,42.577519,58.321126,69.158034,74.877669,90.857746,111.81955,131.19034,138.55509,143.97597,122.72618,117.58238,112.59079,114.20812,108.74831,110.64008,112.57466,125.37725,135.72166,124.84062,123.44242,124.9275,115.75757,119.32102,110.66034,114.88822,114.48961,125.97933,128.98853,130.33055,119.80272,114.87411,122.47547,109.00611,112.02412,118.76045,120.4781,124.07934,128.25003,128.13464,125.51976,122.27874,114.92364,115.45195,117.45477,115.98693,124.6623,125.5256,122.16372,124.10859,119.37979,117.99833,115.69524,113.08666,117.51469,118.53262,119.99404,126.67152,126.38504,125.82806,127.83536,114.77993,109.86195,119.32642,114.07723,124.34967,122.04391,128.5394,122.62199,121.19861,117.35848,118.53863,118.61924,109.74221,115.82535,126.60767,121.00371,124.9502,120.78703,124.14109,118.32909,112.01107,116.59537
635,0.95606665,0.99087464,1.2086576,1.5200449,1.6059991,1.8729129,2.4602663,3.3994843,3.4250596,4.1868042,5.9395594,7.2876127,9.3030033,9.9632289,12.001097,17.262777,24.667205,26.443633,28.272894,42.315141,57.944355,68.672691,74.330725,90.298972,111.15667,130.68067,138.22988,144.16485,123.06932,118.34767,113.05482,114.25519,108.53753,110.73583,112.65729,124.78191,135.61723,125.0298,123.59378,126.25508,115.40978,117.70059,109.02577,115.34591,115.80237,129.53888,126.45473,128.77186,127.43986,120.72166,113.77025,113.95279,113.19619,116.36335,116.38293,130.92852,126.63368,127.79634,125.66621,124.01414,110.56613,110.23479,118.59885,115.97059,121.55384,128.1663,123.55065,126.4058,124.31715,111.50861,112.27263,115.15459,112.75061,117.49802,122.77362,124.12514,127.17618,123.62712,120.6381,119.66039,119.29648,116.40106,117.49993,118.10832,123.71226,119.06655,125.68343,127.22792,122.89465,116.37535,108.03155,111.07208,117.5112,116.29602,122.30718,131.02915,131.7507,118.69402,119.75145,111.47966,112.64188
636,0.95606665,0.99059768,1.2080209,1.5188255,1.6041214,1.8700686,2.4556679,3.3919924,3.4156791,4.1752991,5.9194189,7.2605098,9.2634545,9.9145131,11.943214,17.174337,24.529262,26.264042,28.087273,42.046166,57.569478,68.194393,73.784691,89.740096,110.47448,130.16355,137.99032,144.26618,123.31715,118.90729,113.46268,114.47376,108.44631,110.88684,113.10359,124.19197,134.6018,124.75484,124.17542,125.48604,116.70324,116.1431,110.03314,112.17251,116.13377,128.91592,128.13529,129.7069,118.61331,123.26069,115.08796,113.37273,114.74065,115.20254,116.61708,121.61744,124.1296,126.82121,123.53984,120.79934,116.2616,117.55737,114.08522,114.97312,122.49136,125.66602,130.12974,124.01245,121.22869,116.55796,113.46733,113.39017,115.44435,119.60064,128.11735,122.17858,125.11241,123.10608,121.48217,119.66041,114.02819,119.59006,112.05726,117.86873,122.09275,126.64877,127.79283,127.74775,118.42965,118.27311,120.75162,113.42949,118.25458,121.04308,120.21667,134.38525,122.6293,124.08484,123.23189,115.44508,114.14808
637,0.95606665,0.99032202,1.2073867,1.5176097,1.6022545,1.8672375,2.4510776,3.3845156,3.4063388,4.1637532,5.8994042,7.2332875,9.2240809,9.8673733,11.885748,17.08762,24.391726,26.091064,27.906694,41.776319,57.195182,67.733198,73.243905,89.187885,109.81757,129.63598,137.73213,144.38244,123.59621,119.54376,113.80586,114.61323,108.47135,111.07737,113.43091,123.54543,133.3137,124.58616,123.70062,125.59045,119.20766,117.26914,110.83494,113.78802,115.16727,125.39045,125.19043,126.72638,120.67657,124.71169,111.09785,112.71538,107.24029,120.57564,118.48801,123.77212,122.16019,127.23692,119.71011,120.95969,119.44557,115.1311,112.21758,113.44343,118.68575,125.67917,125.60716,123.80352,128.02249,124.59879,115.71986,118.86965,110.83254,119.38578,120.44269,120.59653,124.30343,131.54215,123.95981,122.7996,117.32151,113.11324,114.55846,117.63869,117.75616,126.02656,121.48264,121.61308,121.73855,124.05915,116.67994,115.90412,114.38207,115.26022,125.57929,129.92864,126.16194,123.7911,123.21655,119.26982,116.55322
638,0.95606665,0.99004767,1.2067552,1.5164016,1.6003946,1.8644277,2.4465178,3.3770248,3.3970607,4.1522133,5.8797383,7.2066695,9.1852568,9.8202778,11.828987,16.999883,24.254743,25.918706,27.726421,41.505118,56.818146,67.276709,72.712173,88.640052,109.14072,129.06185,137.46544,144.52324,123.91375,120.21126,114.11402,114.85016,108.49018,111.13339,113.74465,122.7982,132.8309,125.15364,122.1211,126.72871,119.9734,117.47721,110.69004,113.62665,115.75702,123.82591,125.91404,127.11083,124.53827,116.36084,118.57561,113.64452,111.30364,119.98339,114.15126,125.63023,120.17132,126.7887,123.9261,124.83044,115.04711,115.63479,113.45962,121.59374,124.93295,118.8875,126.30644,119.53769,122.69735,123.01877,110.85588,116.81764,109.35171,127.30395,116.97439,125.81722,129.63681,122.80482,124.66439,123.31349,122.88065,109.08871,116.35669,118.092,123.34777,123.41229,121.91409,124.1908,122.42584,119.39559,118.98985,119.03007,117.64006,119.02688,121.98015,129.53688,125.91841,124.25558,125.81515,106.82148,117.38619
639,0.95606665,0.98977461,1.2061263,1.5151987,1.5985447,1.8616333,2.4419948,3.3695635,3.3878395,4.1407402,5.8601222,7.1800342,9.1463817,9.7738952,11.772376,16.913776,24.120372,25.746115,27.548668,41.238122,56.455388,66.821542,72.171182,88.107187,108.48258,128.51079,137.12664,144.6551,124.2524,120.90899,114.46571,115.16742,108.57284,111.23336,113.64293,122.2756,132.23502,126.16489,120.84588,127.89661,118.6099,116.61286,110.27858,112.72578,117.3141,124.90462,126.1211,123.32155,123.33321,122.25906,120.56714,111.61057,111.81958,115.58317,116.14913,123.43259,124.30193,127.7401,121.8195,122.30734,118.68611,112.23184,110.20907,113.48848,122.64659,125.83668,127.04387,121.69856,117.82478,123.53884,113.47087,117.40875,113.39882,113.02964,126.63196,126.08848,119.9037,124.2678,124.47509,118.46285,118.89892,115.37109,114.90656,115.61706,125.05969,120.40041,129.02974,122.48241,123.84308,123.05595,114.75836,112.57321,117.50569,116.83775,118.9592,126.94777,123.85627,122.09361,120.01025,120.65478,119.90688
